Timestamp,Temperature,Humidity,Dustbin,Person,DayNight,Fan,Score,Status,AirQuality,AirStatus,Recommendation,Buzzer,HighTemp,MQRaw,AirQualityPercent,EnergySaving
16:55:47,31.9,57.8,56,Detected,Day,ON,65,Average,332,Moderate,Poor Air Quality,OFF,1,291,71,100
16:55:54,28.9,57.3,56,Detected,Night,OFF,85,Good,324,Moderate,Poor Air Quality,OFF,0,281,72,100
16:55:56,28.6,54.0,54,Detected,Night,OFF,100,Excellent,271,Fresh,Energy Saving Excellent,OFF,0,214,79,100
16:55:56,31.0,52.3,47,Detected,Day,ON,65,Average,324,Moderate,Poor Air Quality,OFF,1,281,72,100
16:55:58,32.3,50.0,47,Detected,Day,ON,65,Average,306,Moderate,Poor Air Quality,OFF,1,258,74,100
16:55:59,29.9,49.9,54,Detected,Day,OFF,100,Excellent,291,Fresh,Energy Saving Excellent,OFF,0,239,76,100
16:56:00,28.7,61.4,46,Detected,Day,OFF,100,Excellent,260,Fresh,Energy Saving Excellent,OFF,0,201,80,100
16:56:02,30.3,53.6,57,Detected,Day,ON,80,Good,274,Fresh,Fan ON because passenger detected,OFF,1,218,78,100
16:56:03,31.4,48.9,50,Detected,Day,ON,80,Good,254,Fresh,Fan ON because passenger detected,OFF,1,193,81,100
16:56:04,31.4,56.7,47,None,Night,OFF,55,Average,307,Moderate,Poor Air Quality,OFF,1,259,74,80
16:56:05,31.4,54.9,53,Detected,Night,ON,65,Average,300,Moderate,Poor Air Quality,OFF,1,250,75,100
16:56:06,31.2,57.6,47,Detected,Night,ON,80,Good,288,Fresh,Fan ON because passenger detected,OFF,1,235,77,100
16:56:07,30.4,54.6,47,None,Night,OFF,70,Good,291,Fresh,Everything Normal,OFF,1,239,76,80
16:56:08,32.1,52.6,36,Detected,Day,ON,80,Good,256,Fresh,Fan ON because passenger detected,OFF,1,195,80,100
16:56:09,31.6,55.8,59,Detected,Day,ON,65,Average,339,Moderate,Poor Air Quality,OFF,1,299,70,100
16:56:10,24.9,54.2,36,Detected,Day,OFF,100,Excellent,279,Fresh,Energy Saving Excellent,OFF,0,224,78,100
16:56:11,30.8,56.1,57,Detected,Day,ON,80,Good,271,Fresh,Fan ON because passenger detected,OFF,1,214,79,100
16:56:12,31.5,55.2,42,Detected,Day,ON,80,Good,278,Fresh,Fan ON because passenger detected,OFF,1,223,78,100
16:56:13,29.7,55.0,43,None,Day,OFF,100,Excellent,288,Fresh,Energy Saving Excellent,OFF,0,235,77,100
16:56:14,30.1,51.8,52,Detected,Day,ON,80,Good,286,Fresh,Fan ON because passenger detected,OFF,1,233,77,100
16:56:15,27.7,54.6,46,None,Night,OFF,90,Excellent,296,Fresh,Energy Saving Excellent,OFF,0,246,75,80
16:56:16,28.2,53.8,37,None,Day,OFF,85,Good,310,Moderate,Poor Air Quality,OFF,0,263,74,100
16:56:17,30.5,52.1,39,None,Day,OFF,80,Good,268,Fresh,Everything Normal,OFF,1,210,79,100
16:56:18,26.9,52.5,35,None,Day,OFF,100,Excellent,272,Fresh,Energy Saving Excellent,OFF,0,215,78,100
16:56:19,28.6,54.5,54,Detected,Night,OFF,100,Excellent,276,Fresh,Energy Saving Excellent,OFF,0,221,78,100
16:56:20,31.1,54.5,44,None,Day,OFF,80,Good,272,Fresh,Everything Normal,OFF,1,216,78,100
16:56:21,32.4,53.2,35,Detected,Day,ON,80,Good,280,Fresh,Fan ON because passenger detected,OFF,1,226,77,100
16:56:22,28.6,56.3,45,Detected,Day,OFF,85,Good,325,Moderate,Poor Air Quality,OFF,0,282,72,100
16:56:24,30.0,55.5,44,None,Day,OFF,85,Good,330,Moderate,Poor Air Quality,OFF,0,288,71,100
16:56:25,32.9,61.7,59,Detected,Day,ON,80,Good,256,Fresh,Fan ON because passenger detected,OFF,1,195,80,100
16:56:26,30.9,54.0,53,None,Day,OFF,65,Average,312,Moderate,Poor Air Quality,OFF,1,265,74,100
16:56:27,28.0,55.8,36,Detected,Day,OFF,100,Excellent,276,Fresh,Energy Saving Excellent,OFF,0,220,78,100
16:56:28,33.5,59.7,58,None,Day,OFF,65,Average,331,Moderate,Poor Air Quality,OFF,1,289,71,100
16:56:29,27.3,57.5,35,Detected,Day,OFF,85,Good,311,Moderate,Poor Air Quality,OFF,0,264,74,100
16:56:30,28.6,68.2,35,Detected,Night,OFF,100,Excellent,276,Fresh,Energy Saving Excellent,OFF,0,221,78,100
16:56:31,29.3,62.8,52,None,Day,OFF,100,Excellent,256,Fresh,Energy Saving Excellent,OFF,0,196,80,100
16:56:31,32.6,59.2,44,Detected,Night,ON,65,Average,323,Moderate,Poor Air Quality,OFF,1,279,72,100
16:56:32,26.5,45.6,48,Detected,Day,OFF,100,Excellent,280,Fresh,Energy Saving Excellent,OFF,0,226,77,100
16:56:33,32.5,50.7,39,Detected,Day,ON,80,Good,264,Fresh,Fan ON because passenger detected,OFF,1,205,79,100
16:56:34,26.2,54.9,38,Detected,Night,OFF,85,Good,301,Moderate,Poor Air Quality,OFF,0,252,75,100
16:56:35,31.2,57.1,46,None,Day,OFF,80,Good,284,Fresh,Everything Normal,OFF,1,230,77,100
16:56:36,31.1,56.8,51,None,Night,OFF,70,Good,280,Fresh,Everything Normal,OFF,1,225,78,80
16:56:37,27.7,48.0,45,Detected,Night,OFF,85,Good,324,Moderate,Poor Air Quality,OFF,0,280,72,100
16:56:38,31.0,56.3,44,Detected,Day,ON,65,Average,329,Moderate,Poor Air Quality,OFF,1,287,71,100
16:56:39,29.5,52.6,50,Detected,Night,OFF,85,Good,325,Moderate,Poor Air Quality,OFF,0,282,72,100
16:56:40,32.7,59.6,56,None,Day,OFF,65,Average,314,Moderate,Poor Air Quality,OFF,1,268,73,100
16:56:41,29.1,53.2,36,Detected,Day,OFF,85,Good,316,Moderate,Poor Air Quality,OFF,0,270,73,100
16:56:43,31.6,48.3,59,Detected,Day,ON,65,Average,321,Moderate,Poor Air Quality,OFF,1,277,72,100
16:56:44,27.4,48.3,53,Detected,Day,OFF,100,Excellent,268,Fresh,Energy Saving Excellent,OFF,0,211,79,100
16:56:45,30.8,62.2,44,None,Day,OFF,65,Average,322,Moderate,Poor Air Quality,OFF,1,278,72,100
16:56:46,25.5,57.9,49,None,Day,OFF,85,Good,313,Moderate,Poor Air Quality,OFF,0,267,73,100
16:56:47,32.0,56.7,56,Detected,Day,ON,80,Good,253,Fresh,Fan ON because passenger detected,OFF,1,192,81,100
16:56:48,30.6,52.4,59,None,Day,OFF,65,Average,300,Moderate,Poor Air Quality,OFF,1,251,75,100
16:56:49,31.8,49.8,40,None,Day,OFF,80,Good,268,Fresh,Everything Normal,OFF,1,210,79,100
