Timestamp,Temperature,Humidity,Dustbin,Person,DayNight,Fan,Score,Status,AirQuality,AirStatus,Recommendation,Buzzer,HighTemp,MQRaw,AirQualityPercent,EnergySaving
18:28:50,31.2,67.4,76,None,Day,OFF,80,Good,254,Fresh,Everything Normal,OFF,1,193,82,90
18:28:54,31.2,67.4,77,None,Day,OFF,80,Good,255,Fresh,Everything Normal,OFF,1,194,82,90
18:28:54,31.2,67.4,71,None,Day,OFF,80,Good,256,Fresh,Everything Normal,OFF,1,195,81,90
18:28:55,31.2,67.4,77,None,Day,OFF,80,Good,256,Fresh,Everything Normal,OFF,1,195,81,90
18:28:56,31.2,67.4,76,None,Day,OFF,80,Good,255,Fresh,Everything Normal,OFF,1,194,82,90
18:28:57,31.3,67.3,77,None,Day,OFF,80,Good,255,Fresh,Everything Normal,OFF,1,194,82,90
18:28:58,31.3,67.3,76,None,Day,OFF,80,Good,255,Fresh,Everything Normal,OFF,1,194,82,90
18:28:59,31.3,67.2,76,None,Day,OFF,80,Good,254,Fresh,Everything Normal,OFF,1,193,82,90
18:29:00,31.3,67.2,71,None,Day,OFF,80,Good,253,Fresh,Everything Normal,OFF,1,192,82,90
18:29:01,31.4,67.2,71,None,Day,OFF,80,Good,252,Fresh,Everything Normal,OFF,1,191,82,90
18:29:02,31.4,67.2,71,None,Day,OFF,80,Good,252,Fresh,Everything Normal,OFF,1,190,82,90
18:29:03,31.4,67.2,77,None,Day,OFF,80,Good,251,Fresh,Everything Normal,OFF,1,189,82,90
18:29:04,31.4,67.2,71,None,Day,OFF,80,Good,251,Fresh,Everything Normal,OFF,1,189,82,90
18:29:05,31.4,67.0,71,None,Day,OFF,80,Good,250,Fresh,Everything Normal,OFF,1,188,82,90
18:29:06,31.4,67.0,76,None,Day,OFF,80,Good,249,Fresh,Everything Normal,OFF,1,187,82,90
18:29:07,31.4,67.0,71,None,Day,OFF,80,Good,249,Fresh,Everything Normal,OFF,1,187,82,90
18:29:08,31.4,67.0,71,None,Day,OFF,80,Good,248,Fresh,Everything Normal,OFF,1,186,82,90
18:29:09,31.4,67.0,77,None,Day,OFF,80,Good,248,Fresh,Everything Normal,OFF,1,185,82,90
18:29:10,31.4,67.0,76,None,Day,OFF,80,Good,247,Fresh,Everything Normal,OFF,1,184,83,90
18:29:11,31.4,66.9,71,None,Day,OFF,80,Good,247,Fresh,Everything Normal,OFF,1,184,83,90
