Timestamp,Temperature,Humidity,Dustbin,Person,DayNight,Fan,Score,Status,AirQuality,AirStatus,Recommendation,Buzzer,HighTemp,MQRaw,AirQualityPercent,EnergySaving
16:53:49,30.9,52.6,54,Detected,Day,ON,65,Average,312,Moderate,Poor Air Quality,OFF,1,265,74,100
16:54:09,29.7,49.6,47,Detected,Day,OFF,100,Excellent,264,Fresh,Energy Saving Excellent,OFF,0,206,79,100
16:54:10,29.9,52.8,40,None,Day,OFF,100,Excellent,253,Fresh,Energy Saving Excellent,OFF,0,192,81,100
16:54:11,28.5,55.0,38,Detected,Day,OFF,85,Good,332,Moderate,Poor Air Quality,OFF,0,291,71,100
16:54:12,31.3,56.6,54,Detected,Day,ON,80,Good,278,Fresh,Fan ON because passenger detected,OFF,1,223,78,100
16:54:13,30.8,52.3,50,None,Day,OFF,65,Average,333,Moderate,Poor Air Quality,OFF,1,292,71,100
16:54:14,35.1,59.1,57,Detected,Night,ON,65,Average,308,Moderate,Poor Air Quality,OFF,1,261,74,100
16:54:15,28.6,51.2,39,None,Day,OFF,85,Good,323,Moderate,Poor Air Quality,OFF,0,279,72,100
16:54:16,33.3,54.8,40,None,Day,OFF,65,Average,305,Moderate,Poor Air Quality,OFF,1,257,74,100
16:54:17,32.9,50.3,47,Detected,Night,ON,65,Average,302,Moderate,Poor Air Quality,OFF,1,253,75,100
16:54:18,28.8,48.6,41,Detected,Day,OFF,100,Excellent,280,Fresh,Energy Saving Excellent,OFF,0,225,78,100
16:54:19,29.6,55.5,56,None,Day,OFF,100,Excellent,287,Fresh,Energy Saving Excellent,OFF,0,234,77,100
16:54:20,29.1,61.9,45,None,Day,OFF,100,Excellent,292,Fresh,Energy Saving Excellent,OFF,0,241,76,100
16:54:21,28.2,51.9,45,None,Day,OFF,100,Excellent,292,Fresh,Energy Saving Excellent,OFF,0,240,76,100
16:54:22,32.7,61.5,35,Detected,Day,ON,65,Average,322,Moderate,Poor Air Quality,OFF,1,278,72,100
16:54:23,30.0,53.6,42,None,Night,OFF,90,Excellent,270,Fresh,Energy Saving Excellent,OFF,0,213,79,80
16:54:24,30.0,56.9,59,None,Night,OFF,75,Good,335,Moderate,Poor Air Quality,OFF,0,294,71,80
16:54:25,30.1,51.5,52,None,Day,OFF,65,Average,301,Moderate,Poor Air Quality,OFF,1,252,75,100
16:54:26,27.5,52.1,50,None,Day,OFF,85,Good,321,Moderate,Poor Air Quality,OFF,0,277,72,100
16:54:27,34.5,54.4,51,None,Night,OFF,55,Average,332,Moderate,Poor Air Quality,OFF,1,290,71,80
16:54:28,28.6,52.4,56,Detected,Night,OFF,85,Good,311,Moderate,Poor Air Quality,OFF,0,264,74,100
16:54:29,31.2,57.4,44,Detected,Night,ON,80,Good,284,Fresh,Fan ON because passenger detected,OFF,1,230,77,100
16:54:30,31.2,47.6,47,Detected,Night,ON,80,Good,284,Fresh,Fan ON because passenger detected,OFF,1,231,77,100
16:54:31,32.2,59.6,58,Detected,Day,ON,65,Average,311,Moderate,Poor Air Quality,OFF,1,264,74,100
16:54:32,28.9,55.9,52,None,Day,OFF,85,Good,308,Moderate,Poor Air Quality,OFF,0,261,74,100
16:54:32,28.1,56.6,48,Detected,Day,OFF,85,Good,329,Moderate,Poor Air Quality,OFF,0,287,71,100
16:54:33,30.6,54.8,44,Detected,Night,ON,65,Average,311,Moderate,Poor Air Quality,OFF,1,264,74,100
16:54:34,31.1,53.0,39,Detected,Day,ON,80,Good,267,Fresh,Fan ON because passenger detected,OFF,1,209,79,100
16:54:35,33.0,49.4,35,None,Day,OFF,80,Good,287,Fresh,Everything Normal,OFF,1,234,77,100
16:54:35,29.6,64.3,40,None,Day,OFF,100,Excellent,269,Fresh,Energy Saving Excellent,OFF,0,212,79,100
16:54:36,31.6,58.9,41,Detected,Day,ON,80,Good,259,Fresh,Fan ON because passenger detected,OFF,1,199,80,100
16:54:37,30.3,53.1,53,Detected,Day,ON,65,Average,319,Moderate,Poor Air Quality,OFF,1,274,73,100
16:54:38,28.3,57.5,49,Detected,Night,OFF,100,Excellent,282,Fresh,Energy Saving Excellent,OFF,0,228,77,100
16:54:39,24.7,63.0,42,Detected,Night,OFF,100,Excellent,285,Fresh,Energy Saving Excellent,OFF,0,232,77,100
16:54:40,28.6,48.6,41,Detected,Night,OFF,85,Good,328,Moderate,Poor Air Quality,OFF,0,285,72,100
16:54:41,30.6,55.6,56,Detected,Night,ON,65,Average,308,Moderate,Poor Air Quality,OFF,1,260,74,100
16:54:42,29.6,54.3,48,Detected,Night,OFF,100,Excellent,282,Fresh,Energy Saving Excellent,OFF,0,228,77,100
16:54:43,27.5,50.8,38,None,Day,OFF,100,Excellent,269,Fresh,Energy Saving Excellent,OFF,0,212,79,100
16:54:44,32.8,54.4,49,None,Day,OFF,80,Good,254,Fresh,Everything Normal,OFF,1,193,81,100
16:54:45,30.7,55.1,53,Detected,Day,ON,65,Average,337,Moderate,Poor Air Quality,OFF,1,297,70,100
16:54:46,27.2,54.2,37,None,Day,OFF,100,Excellent,296,Fresh,Energy Saving Excellent,OFF,0,246,75,100
16:54:47,30.3,60.6,56,Detected,Day,ON,80,Good,265,Fresh,Fan ON because passenger detected,OFF,1,207,79,100
16:54:48,26.1,56.1,47,Detected,Day,OFF,85,Good,304,Moderate,Poor Air Quality,OFF,0,256,74,100
16:54:49,30.0,54.4,43,Detected,Day,OFF,100,Excellent,296,Fresh,Energy Saving Excellent,OFF,0,246,75,100
16:54:51,32.0,43.9,35,Detected,Day,ON,80,Good,295,Fresh,Fan ON because passenger detected,OFF,1,244,76,100
