Timestamp,Temperature,Humidity,Dustbin,Person,DayNight,Fan,Score,Status,AirQuality,AirStatus,Recommendation,Buzzer,HighTemp,MQRaw,AirQualityPercent,EnergySaving
17:06:30,0.0,50.0,0,None,Night,OFF,90,Excellent,223,Fresh,Energy Saving Excellent,OFF,0,154,85,80
17:06:31,25.0,50.0,0,None,Night,OFF,90,Excellent,223,Fresh,Energy Saving Excellent,OFF,0,154,85,80
17:06:32,25.0,50.0,0,None,Night,OFF,90,Excellent,222,Fresh,Energy Saving Excellent,OFF,0,153,86,80
17:06:34,25.0,50.0,0,None,Night,OFF,90,Excellent,222,Fresh,Energy Saving Excellent,OFF,0,153,86,80
17:06:35,25.0,50.0,0,None,Night,OFF,90,Excellent,222,Fresh,Energy Saving Excellent,OFF,0,153,86,80
17:06:36,25.0,50.0,0,None,Night,OFF,90,Excellent,222,Fresh,Energy Saving Excellent,OFF,0,153,86,80
17:06:37,25.0,50.0,0,None,Night,OFF,90,Excellent,222,Fresh,Energy Saving Excellent,OFF,0,153,86,80
17:06:38,25.0,50.0,0,None,Night,OFF,90,Excellent,222,Fresh,Energy Saving Excellent,OFF,0,153,86,80
17:06:39,25.0,50.0,0,None,Night,OFF,90,Excellent,222,Fresh,Energy Saving Excellent,OFF,0,153,86,80
17:06:40,25.0,50.0,0,None,Night,OFF,90,Excellent,222,Fresh,Energy Saving Excellent,OFF,0,153,86,80
17:06:41,25.0,50.0,0,None,Night,OFF,90,Excellent,222,Fresh,Energy Saving Excellent,OFF,0,153,86,80
17:06:42,25.0,50.0,0,None,Night,OFF,90,Excellent,222,Fresh,Energy Saving Excellent,OFF,0,153,86,80
17:06:43,25.0,50.0,0,None,Night,OFF,90,Excellent,222,Fresh,Energy Saving Excellent,OFF,0,153,86,80
17:06:44,25.0,50.0,0,None,Night,OFF,90,Excellent,222,Fresh,Energy Saving Excellent,OFF,0,153,86,80
17:06:45,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:06:46,25.0,50.0,0,None,Night,OFF,90,Excellent,222,Fresh,Energy Saving Excellent,OFF,0,153,86,80
17:06:47,25.0,50.0,0,None,Night,OFF,90,Excellent,222,Fresh,Energy Saving Excellent,OFF,0,153,86,80
17:06:48,25.0,50.0,0,None,Night,OFF,90,Excellent,222,Fresh,Energy Saving Excellent,OFF,0,153,86,80
17:06:49,25.0,50.0,0,None,Night,OFF,90,Excellent,222,Fresh,Energy Saving Excellent,OFF,0,153,86,80
17:06:50,25.0,50.0,0,None,Night,OFF,90,Excellent,222,Fresh,Energy Saving Excellent,OFF,0,153,86,80
17:06:51,25.0,50.0,0,None,Night,OFF,90,Excellent,222,Fresh,Energy Saving Excellent,OFF,0,153,86,80
17:06:52,25.0,50.0,0,None,Night,OFF,90,Excellent,222,Fresh,Energy Saving Excellent,OFF,0,153,86,80
17:06:53,25.0,50.0,0,None,Night,OFF,90,Excellent,222,Fresh,Energy Saving Excellent,OFF,0,153,86,80
17:06:55,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:06:56,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:06:57,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:06:58,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:06:59,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:00,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:01,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:02,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:03,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:04,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:05,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:06,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:07,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:08,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:09,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:10,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:11,25.0,50.0,0,Detected,Night,OFF,100,Excellent,221,Fresh,Street Light ON,OFF,0,152,86,100
17:07:12,25.0,50.0,0,Detected,Night,OFF,100,Excellent,221,Fresh,Street Light ON,OFF,0,152,86,100
17:07:13,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:14,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:15,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:16,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:17,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:18,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:19,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:20,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:21,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:22,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:23,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:24,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:25,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:26,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:27,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:28,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:29,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:30,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:31,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:32,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:33,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:34,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:35,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:36,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:37,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:38,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
17:07:39,25.0,50.0,0,None,Night,OFF,90,Excellent,221,Fresh,Energy Saving Excellent,OFF,0,152,86,80
